rank,wave,class,sourceKey,commercial tier,tier why,country deficiency,priority,country,destination,category,required subject,required composition,widest display px,action,acquisition route,cost band,canonical asset id,current reference,replacement filename,pages,hero on,first page,why,current provider,current photographer,current source
492,"W6 licence, long tail",REPLACE,unsplash:UCY2kuWl3n8,4,no price attached,67%,P3,algeria,desert watching not game driving,safari,a guide reading animal tracks in sand in the Algerian Sahara,16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001019,https://images.unsplash.com/photo-1666984496557-08a3102eb61c,algeria/safari/a-guide-reading-animal-tracks-in-sand-in-the-algerian-sahara.avif,2,/places/algeria/desert-watching-not-game-driving.html,/places/algeria/desert-watching-not-game-driving.html,"the provider calls it ""a mountain in the distance""",unsplash,Azzedine Rouichi,https://unsplash.com/photos/a-mountain-in-the-distance-UCY2kuWl3n8
493,"W6 licence, long tail",REPLACE,pexels:2228863,4,no price attached,67%,P3,algeria,the kabyles and the tuareg,traditional-people,"a Tuareg man in indigo tagelmust in the Hoggar, Algeria",16/9 and 4/5 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001020,https://images.pexels.com/photos/2228863/pexels-photo-2228863.jpeg,algeria/traditional-people/a-tuareg-man-in-indigo-tagelmust-in-the-hoggar-algeria.avif,3,/places/algeria/the-kabyles-and-the-tuareg.html,/places/algeria/the-kabyles-and-the-tuareg.html,"the provider calls it ""photo of a man sitting""",pexels,Mohamed elamine  M'siouri,https://www.pexels.com/photo/photo-of-a-man-sitting-2228863/
494,"W6 licence, long tail",REPLACE,unsplash:IRfHObL_SWM,4,no price attached,67%,P3,algeria,water in a dry country,waterfalls,"the Kefrida waterfall falling through green forest in Bejaia province, Algeria",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001021,https://images.unsplash.com/photo-1630838791660-28178a2d9f9f,algeria/waterfalls/the-kefrida-waterfall-falling-through-green-forest-in-bejaia-province-.avif,3,/places/algeria/water-in-a-dry-country.html,/places/algeria/water-in-a-dry-country.html,relevance 3.8,unsplash,Halima Bouchouicha,https://unsplash.com/photos/green-and-brown-mountain-beside-blue-body-of-water-during-daytime-IRfHObL_SWM
495,"W6 licence, long tail",REPLACE,pexels:10390494,4,no price attached,67%,P3,algeria,why algeria,why-visit,"a lone traveller looking out over the Grand Erg from a dune, Algeria",16/9 and 21/9,2400,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001022,https://images.pexels.com/photos/10390494/pexels-photo-10390494.jpeg,algeria/why-visit/a-lone-traveller-looking-out-over-the-grand-erg-from-a-dune-algeria.avif,2,/places/algeria/why-algeria.html,/places/algeria/why-algeria.html,"relevance 3.4; the provider calls it ""view on a dunes in a desert""",pexels,Djamel Ramdani,https://www.pexels.com/photo/view-on-a-dunes-in-a-desert-10390494/
496,"W6 licence, long tail",REPLACE,pexels:38339188,4,no price attached,67%,P3,mali,walking the dogon country,adventure,"Tranquil garden path under a canopy of trees, surrounded by lush greenery and spring blooms., Mali",16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001023,https://images.pexels.com/photos/38339188/pexels-photo-38339188.jpeg,mali/adventure/tranquil-garden-path-under-a-canopy-of-trees-surrounded-by-lush-greene.avif,2,/places/mali/walking-the-dogon-country.html,/places/mali/walking-the-dogon-country.html,relevance 2.7,pexels,Magda Ehlers,https://www.pexels.com/photo/serene-botanical-garden-pathway-in-spring-38339188/
497,"W6 licence, long tail",REPLACE,pexels:5777159,4,no price attached,67%,P3,mali,river sand not sea,beaches,"a sandbar and shallow water on the Niger river at low season, Mali",16/9 and 4/3,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001024,https://images.pexels.com/photos/5777159/pexels-photo-5777159.jpeg,mali/beaches/a-sandbar-and-shallow-water-on-the-niger-river-at-low-season-mali.avif,4,/places/mali/river-sand-not-sea.html,/mali.html,"the provider calls it ""a dry tree on the beach under the sky""",pexels,Domenico Bandiera,https://www.pexels.com/photo/a-dry-tree-on-the-beach-under-the-sky-5777159/
498,"W6 licence, long tail",REPLACE,pexels:37349560,4,no price attached,67%,P3,mali,bamako and mopti,cities,"the Niger riverfront and pirogues at Mopti, Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001025,https://images.pexels.com/photos/37349560/pexels-photo-37349560.jpeg,mali/cities/the-niger-riverfront-and-pirogues-at-mopti-mali.avif,2,/places/mali/bamako-and-mopti.html,/places/mali/bamako-and-mopti.html,"relevance 2.8; the provider calls it ""bustling street market scene in urban africa""",pexels,LekePOV,https://www.pexels.com/photo/bustling-street-market-scene-in-urban-africa-37349560/
499,"W6 licence, long tail",REPLACE,pexels:16907736,4,no price attached,67%,P3,mali,bogolan and bamana sculpture,crafts,"An elephant uses its trunk to splash mud on itself while in the wild, showcasing natural behavior., Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001026,https://images.pexels.com/photos/16907736/pexels-photo-16907736.jpeg,mali/crafts/an-elephant-uses-its-trunk-to-splash-mud-on-itself-while-in-the-wild-s.avif,2,/places/mali/bogolan-and-bamana-sculpture.html,/places/mali/bogolan-and-bamana-sculpture.html,relevance 2.7,pexels,Diego F. Parra,https://www.pexels.com/photo/an-elephant-splashing-water-with-its-trunk-16907736/
500,"W6 licence, long tail",REPLACE,pexels:12585023,4,no price attached,67%,P3,mali,where the blues came from,culture,"A traditional Moroccan instrument being played by a musician in Khemliya., Mali",16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001027,https://images.pexels.com/photos/12585023/pexels-photo-12585023.jpeg,mali/culture/a-traditional-moroccan-instrument-being-played-by-a-musician-in-khemli.avif,4,/places/mali/where-the-blues-came-from.html,/mali.html,"relevance 2.0; the provider calls it ""a man holding a handmade guitar""",pexels,Zakaria HANIF,https://www.pexels.com/photo/a-man-holding-a-handmade-guitar-12585023/
501,"W6 licence, long tail",REPLACE,pexels:31619955,4,no price attached,67%,P3,mali,re plastering djenne,eco-tourism,"the whole town plastering the Great Mosque of Djenne by hand, Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001028,https://images.pexels.com/photos/31619955/pexels-photo-31619955.jpeg,mali/eco-tourism/the-whole-town-plastering-the-great-mosque-of-djenne-by-hand-mali.avif,2,/places/mali/re-plastering-djenne.html,/places/mali/re-plastering-djenne.html,relevance 2.7,pexels,Abdulrahman Abubakar,https://www.pexels.com/photo/aerial-view-of-a-mosque-in-kaduna-nigeria-31619955/
502,"W6 licence, long tail",REPLACE,pexels:36825404,4,no price attached,67%,P3,mali,the gallery forest,forests,"a large baobab standing alone on Sahelian grassland, Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001029,https://images.pexels.com/photos/36825404/pexels-photo-36825404.jpeg,mali/forests/a-large-baobab-standing-alone-on-sahelian-grassland-mali.avif,4,/places/mali/the-gallery-forest.html,/mali.html,"relevance 2.7; the provider calls it ""vibrant traditional musicians with horns""",pexels,alameen .ng,https://www.pexels.com/photo/vibrant-traditional-musicians-with-horns-36825404/
503,"W6 licence, long tail",REPLACE,pexels:34728323,4,no price attached,67%,P3,mali,four sites all at risk,heritage,"the stepped pyramid tomb of Askia at Gao, Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001030,https://images.pexels.com/photos/34728323/pexels-photo-34728323.jpeg,mali/heritage/the-stepped-pyramid-tomb-of-askia-at-gao-mali.avif,3,/places/mali/four-sites-all-at-risk.html,/places/mali/four-sites-all-at-risk.html,"relevance 2.0; the provider calls it ""vibrant cultural parade with traditional attire""",pexels,Skylight Views,https://www.pexels.com/photo/vibrant-cultural-parade-with-traditional-attire-34728323/
504,"W6 licence, long tail",REPLACE,pexels:18314418,4,no price attached,67%,P3,mali,monday market at djenne,local-life,"the Monday market crowd in front of the Great Mosque of Djenne, Mali",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001031,https://images.pexels.com/photos/18314418/pexels-photo-18314418.jpeg,mali/local-life/the-monday-market-crowd-in-front-of-the-great-mosque-of-djenne-mali.avif,3,/places/mali/monday-market-at-djenne.html,/places/mali/monday-market-at-djenne.html,relevance 2.7,pexels,DigitalByNADAS Photography,https://www.pexels.com/photo/minaret-of-great-mosque-of-testour-seen-behind-a-building-wall-18314418/
505,"W6 licence, long tail",REPLACE,pexels:8484840,4,no price attached,67%,P3,mali,almost none,luxury,"a courtyard hotel with mud walls in Bamako, Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001032,https://images.pexels.com/photos/8484840/pexels-photo-8484840.jpeg,mali/luxury/a-courtyard-hotel-with-mud-walls-in-bamako-mali.avif,2,/places/mali/almost-none.html,/places/mali/almost-none.html,"relevance 3.5; the provider calls it ""brown concrete building near the swimming pool""",pexels,Denys Gromov,https://www.pexels.com/photo/brown-concrete-building-near-the-swimming-pool-8484840/
506,"W6 licence, long tail",REPLACE,pexels:17973964,4,no price attached,67%,P3,mali,the bandiagara escarpment,mountains,Mountains in Mali,16/9 and 4/3,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001033,https://images.pexels.com/photos/17973964/pexels-photo-17973964.jpeg,mali/mountains/mountains-in-mali.avif,4,/places/mali/the-bandiagara-escarpment.html,/mali.html,"relevance 2.0; query broadened to category; the provider calls it ""mountain reflecting on a lake""",pexels,Elman Huseynov,https://www.pexels.com/photo/mountain-reflecting-on-a-lake-17973964/
507,"W6 licence, long tail",REPLACE,pexels:38109497,4,no price attached,67%,P3,mali,the niger bend,nature,"the Niger river curving broad and brown through Sahelian scrub, Mali",16/9 and 21/9 and 4/3,2100,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001034,https://images.pexels.com/photos/38109497/pexels-photo-38109497.jpeg,mali/nature/the-niger-river-curving-broad-and-brown-through-sahelian-scrub-mali.avif,4,/places/mali/the-niger-bend.html,/mali.html,relevance 2.6,pexels,Sani Maikatanga,https://www.pexels.com/photo/traditional-festival-in-agadez-niger-38109497/
508,"W6 licence, long tail",REPLACE,pexels:14920948,4,no price attached,67%,P3,mali,not the business here,safari,"acacia and dry grassland in the Gourma with a waterhole, Mali",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001035,https://images.pexels.com/photos/14920948/pexels-photo-14920948.jpeg,mali/safari/acacia-and-dry-grassland-in-the-gourma-with-a-waterhole-mali.avif,2,/places/mali/not-the-business-here.html,/places/mali/not-the-business-here.html,"the provider calls it ""a tree on brown grass field""",pexels,Harsh,https://www.pexels.com/photo/a-tree-on-brown-grass-field-14920948/
509,"W6 licence, long tail",REPLACE,pexels:38125808,4,no price attached,67%,P3,mali,dogon bambara tuareg fulani,traditional-people,"a Dogon elder outside a granary with a carved door, Mali",16/9 and 4/5 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001036,https://images.pexels.com/photos/38125808/pexels-photo-38125808.jpeg,mali/traditional-people/a-dogon-elder-outside-a-granary-with-a-carved-door-mali.avif,3,/places/mali/dogon-bambara-tuareg-fulani.html,/places/mali/dogon-bambara-tuareg-fulani.html,relevance 2.4,pexels,LekePOV,https://www.pexels.com/photo/traditional-african-horseman-in-vibrant-attire-38125808/
510,"W6 licence, long tail",REPLACE,pexels:10390401,4,no price attached,67%,P3,mali,elephants in the gourma,wildlife,"desert-adapted elephants crossing dry Sahelian scrub in the Gourma, Mali",16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001037,https://images.pexels.com/photos/10390401/pexels-photo-10390401.jpeg,mali/wildlife/desert-adapted-elephants-crossing-dry-sahelian-scrub-in-the-gourma-mal.avif,4,/places/mali/elephants-in-the-gourma.html,/mali.html,"the provider calls it ""group of people sitting on sand""",pexels,Djamel Ramdani,https://www.pexels.com/photo/group-of-people-sitting-on-sand-10390401/
511,"W6 licence, long tail",REPLACE,pexels:38087806,4,no price attached,67%,P3,mozambique,maputo,cities,"the Maputo waterfront and the Indian Ocean, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001038,https://images.pexels.com/photos/38087806/pexels-photo-38087806.jpeg,mozambique/cities/the-maputo-waterfront-and-the-indian-ocean-mozambique.avif,2,/places/mozambique/maputo.html,/places/mozambique/maputo.html,"relevance 2.9; the provider calls it ""ferry on the aegean sea with izmir skyline""",pexels,Doğan Alpaslan  Demir,https://www.pexels.com/photo/ferry-on-the-aegean-sea-with-izmir-skyline-38087806/
512,"W6 licence, long tail",REPLACE,pexels:30637865,4,no price attached,67%,P3,mozambique,carving and basketry,crafts,"Two children push a handmade wooden cart down a dirt path in a sunny outdoor setting., Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001039,https://images.pexels.com/photos/30637865/pexels-photo-30637865.jpeg,mozambique/crafts/two-children-push-a-handmade-wooden-cart-down-a-dirt-path-in-a-sunny-o.avif,2,/places/mozambique/carving-and-basketry.html,/places/mozambique/carving-and-basketry.html,relevance 2.2,pexels,Edouard MIHIGO,https://www.pexels.com/photo/children-pushing-wooden-cart-on-dirt-path-30637865/
513,"W6 licence, long tail",REPLACE,pexels:7959474,4,no price attached,67%,P3,mozambique,portuguese and swahili,culture,"Beautiful coral reef underwater, vibrant marine life ecosystem., Mozambique",16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001040,https://images.pexels.com/photos/7959474/pexels-photo-7959474.jpeg,mozambique/culture/beautiful-coral-reef-underwater-vibrant-marine-life-ecosystem-mozambiq.avif,4,/places/mozambique/portuguese-and-swahili.html,/mozambique.html,relevance 2.6,pexels,Trung Nguyen,https://www.pexels.com/photo/brown-and-black-coral-reef-7959474/
514,"W6 licence, long tail",REPLACE,pexels:8539456,4,no price attached,67%,P3,mozambique,gorongosas restoration,eco-tourism,"a park scientist at work in Gorongosa, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001041,https://images.pexels.com/photos/8539456/pexels-photo-8539456.jpeg,mozambique/eco-tourism/a-park-scientist-at-work-in-gorongosa-mozambique.avif,2,/places/mozambique/gorongosas-restoration.html,/places/mozambique/gorongosas-restoration.html,"relevance 2.7; the provider calls it ""a person assisting an elderly woman in using a micro""",pexels,https://kaboompics.com/,https://www.pexels.com/photo/a-person-assisting-an-elderly-woman-in-using-a-microscope-8539456/
515,"W6 licence, long tail",REPLACE,pexels:31624893,4,no price attached,67%,P3,mozambique,marrabenta and timbila,festivals,"Music band in ceremonial uniforms performing outdoors with brass instruments. Vibrant and festive atmosphere., Mozambique",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001042,https://images.pexels.com/photos/31624893/pexels-photo-31624893.jpeg,mozambique/festivals/music-band-in-ceremonial-uniforms-performing-outdoors-with-brass-instr.avif,3,/places/mozambique/marrabenta-and-timbila.html,/places/mozambique/marrabenta-and-timbila.html,relevance 2.5,pexels,Faustin NKURUNZIZA,https://www.pexels.com/photo/ceremonial-band-performance-at-outdoor-event-31624893/
516,"W6 licence, long tail",REPLACE,pexels:10844816,4,no price attached,67%,P3,mozambique,the swahili coast,heritage,"the crumbling colonial buildings of Ibo island, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001043,https://images.pexels.com/photos/10844816/pexels-photo-10844816.jpeg,mozambique/heritage/the-crumbling-colonial-buildings-of-ibo-island-mozambique.avif,3,/places/mozambique/the-swahili-coast.html,/places/mozambique/the-swahili-coast.html,"the provider calls it ""boats docked on the side of the sea""",pexels,Natan Machado Fotografia  Gastronômica,https://www.pexels.com/photo/boats-docked-on-the-side-of-the-sea-10844816/
517,"W6 licence, long tail",REPLACE,pexels:37732684,4,no price attached,67%,P3,mozambique,ibo island,hidden-gems,"a silversmith working inside the fort on Ibo island, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001044,https://images.pexels.com/photos/37732684/pexels-photo-37732684.jpeg,mozambique/hidden-gems/a-silversmith-working-inside-the-fort-on-ibo-island-mozambique.avif,2,/places/mozambique/ibo-island.html,/places/mozambique/ibo-island.html,"relevance 2.5; the provider calls it ""aerial view of bagamoyo coastline tanzania""",pexels,I am DullyGrapher,https://www.pexels.com/photo/aerial-view-of-bagamoyo-coastline-tanzania-37732684/
518,"W6 licence, long tail",REPLACE,pexels:5419425,4,no price attached,67%,P3,mozambique,ilha de mo ambique,historic-sites,"the fortress of São Sebastião on Ilha de Moçambique, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001045,https://images.pexels.com/photos/5419425/pexels-photo-5419425.jpeg,mozambique/historic-sites/the-fortress-of-s-o-sebasti-o-on-ilha-de-mo-ambique-mozambique.avif,2,/places/mozambique/ilha-de-mo-ambique.html,/places/mozambique/ilha-de-mo-ambique.html,"relevance 2.7; the provider calls it ""a couple walking on a wet shore holding hands""",pexels,Danilo Barbosa,https://www.pexels.com/photo/a-couple-walking-on-a-wet-shore-holding-hands-5419425/
519,"W6 licence, long tail",REPLACE,pexels:3871784,4,no price attached,67%,P3,mozambique,the beach market,local-life,"fish being sold on the sand beside a dhow, Mozambique",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001046,https://images.pexels.com/photos/3871784/pexels-photo-3871784.jpeg,mozambique/local-life/fish-being-sold-on-the-sand-beside-a-dhow-mozambique.avif,3,/places/mozambique/the-beach-market.html,/places/mozambique/the-beach-market.html,"the provider calls it ""photo of person holding wooden tray""",pexels,Quang Nguyen Vinh,https://www.pexels.com/photo/photo-of-person-holding-wooden-tray-3871784/
520,"W6 licence, long tail",REPLACE,pexels:30165023,4,no price attached,67%,P3,mozambique,island lodges,luxury,"an island lodge among palms above a white beach, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001047,https://images.pexels.com/photos/30165023/pexels-photo-30165023.jpeg,mozambique/luxury/an-island-lodge-among-palms-above-a-white-beach-mozambique.avif,2,/places/mozambique/island-lodges.html,/places/mozambique/island-lodges.html,relevance 3.5,pexels,Keegan Checks,https://www.pexels.com/photo/luxury-beach-resort-in-jambiani-tanzania-30165023/
521,"W6 licence, long tail",REPLACE,pexels:37808448,4,no price attached,67%,P3,mozambique,mount namuli and gorongosa,mountains,"the granite dome of Mount Namuli rising from farmland, Mozambique",16/9 and 4/3,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001048,https://images.pexels.com/photos/37808448/pexels-photo-37808448.jpeg,mozambique/mountains/the-granite-dome-of-mount-namuli-rising-from-farmland-mozambique.avif,4,/places/mozambique/mount-namuli-and-gorongosa.html,/mozambique.html,"the provider calls it ""hikers with flags at kilimanjaro cave entrance""",pexels,Penfran Tanzania,https://www.pexels.com/photo/hikers-with-flags-at-kilimanjaro-cave-entrance-37808448/
522,"W6 licence, long tail",REPLACE,pexels:16444298,4,no price attached,67%,P3,mozambique,reef and miombo,nature,"A carabao wandering through a vibrant, green, wooded landscape, showcasing nature's tranquility., Mozambique",16/9 and 21/9 and 4/3,2100,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001049,https://images.pexels.com/photos/16444298/pexels-photo-16444298.jpeg,mozambique/nature/a-carabao-wandering-through-a-vibrant-green-wooded-landscape-showcasin.avif,4,/places/mozambique/reef-and-miombo.html,/mozambique.html,relevance 2.5,pexels,Keegan Checks,https://www.pexels.com/photo/carabao-in-nature-16444298/
523,"W6 licence, long tail",REPLACE,pexels:7959477,4,no price attached,67%,P3,mozambique,dive and sail,outdoor,"a dhow under sail between coral islands, Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001050,https://images.pexels.com/photos/7959477/pexels-photo-7959477.jpeg,mozambique/outdoor/a-dhow-under-sail-between-coral-islands-mozambique.avif,2,/places/mozambique/dive-and-sail.html,/places/mozambique/dive-and-sail.html,"relevance 2.7; the provider calls it ""sea shell over corals""",pexels,Trung Nguyen,https://www.pexels.com/photo/sea-shell-over-corals-7959477/
524,"W6 licence, long tail",REPLACE,pexels:34354250,4,no price attached,67%,P3,mozambique,dhow light,photography,"dhows silhouetted against a Mozambican sunrise, Mozambique",16/9 and 21/9 and 4/3,2100,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001051,https://images.pexels.com/photos/34354250/pexels-photo-34354250.jpeg,mozambique/photography/dhows-silhouetted-against-a-mozambican-sunrise-mozambique.avif,3,/places/mozambique/dhow-light.html,/places/mozambique/dhow-light.html,relevance 3.9,pexels,Akarsh Chandran,https://www.pexels.com/photo/silhouetted-fishing-boats-against-vibrant-sunset-34354250/
525,"W6 licence, long tail",REPLACE,pexels:16444274,4,no price attached,67%,P3,mozambique,niassa and gorongosa,safari,"A safari vehicle travels through a scenic savannah landscape on a sunny day., Mozambique",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001052,https://images.pexels.com/photos/16444274/pexels-photo-16444274.jpeg,mozambique/safari/a-safari-vehicle-travels-through-a-scenic-savannah-landscape-on-a-sunn.avif,2,/places/mozambique/niassa-and-gorongosa.html,/places/mozambique/niassa-and-gorongosa.html,relevance 2.2,pexels,Keegan Checks,https://www.pexels.com/photo/a-safari-vehicle-on-an-unpaved-road-16444274/
526,"W6 licence, long tail",REPLACE,pexels:36766618,4,no price attached,67%,P3,mozambique,makonde and makua,traditional-people,"Close-up of a traditional black African sculpture in an outdoor setting., Mozambique",16/9 and 4/5 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001053,https://images.pexels.com/photos/36766618/pexels-photo-36766618.jpeg,mozambique/traditional-people/close-up-of-a-traditional-black-african-sculpture-in-an-outdoor-settin.avif,3,/places/mozambique/makonde-and-makua.html,/places/mozambique/makonde-and-makua.html,relevance 2.2,pexels,Alírio Luís,https://www.pexels.com/photo/traditional-african-sculpture-on-display-36766618/
527,"W6 licence, long tail",REPLACE,pexels:28157155,4,no price attached,67%,P3,mozambique,gorongosa,wildlife,"waterbuck on the Gorongosa floodplain, Mozambique",16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001054,https://images.pexels.com/photos/28157155/pexels-photo-28157155.jpeg,mozambique/wildlife/waterbuck-on-the-gorongosa-floodplain-mozambique.avif,4,/places/mozambique/gorongosa.html,/mozambique.html,relevance 2.4,pexels,伟达 严,https://www.pexels.com/photo/28157155/
528,"W6 licence, long tail",REPLACE,pexels:10658174,4,no price attached,67%,P3,niger,crossing the tenere,adventure,"SUVs navigating vast orange sand dunes in a bright desert landscape., Niger",16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001055,https://images.pexels.com/photos/10658174/pexels-photo-10658174.jpeg,niger/adventure/suvs-navigating-vast-orange-sand-dunes-in-a-bright-desert-landscape-ni.avif,2,/places/niger/crossing-the-tenere.html,/places/niger/crossing-the-tenere.html,relevance 2.7,pexels,光曦 刘,https://www.pexels.com/photo/motor-vehicles-on-the-desert-10658174/
529,"W6 licence, long tail",REPLACE,pexels:31719004,4,no price attached,67%,P3,niger,sandbars on the river,beaches,a wide sandbar in the Niger river with people on it,16/9 and 4/3,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001056,https://images.pexels.com/photos/31719004/pexels-photo-31719004.jpeg,niger/beaches/a-wide-sandbar-in-the-niger-river-with-people-on-it.avif,4,/places/niger/sandbars-on-the-river.html,/niger.html,relevance 2.5,pexels,Abdulrahman Abubakar,https://www.pexels.com/photo/fishermen-navigating-river-in-port-harcourt-nigeria-31719004/
530,"W6 licence, long tail",REPLACE,pexels:14145503,4,no price attached,67%,P3,niger,niamey and agadez,cities,"An ancient mud-brick village showcasing traditional architecture., Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001057,https://images.pexels.com/photos/14145503/pexels-photo-14145503.jpeg,niger/cities/an-ancient-mud-brick-village-showcasing-traditional-architecture-niger.avif,2,/places/niger/niamey-and-agadez.html,/places/niger/niamey-and-agadez.html,relevance 3.9,pexels,Marcia Salido,https://www.pexels.com/photo/buildings-in-ancient-town-14145503/
531,"W6 licence, long tail",REPLACE,pexels:20155327,4,no price attached,67%,P3,niger,giraffes beside farms,eco-tourism,"giraffe walking past millet fields and a farmer at Kouré, Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001058,https://images.pexels.com/photos/20155327/pexels-photo-20155327.jpeg,niger/eco-tourism/giraffe-walking-past-millet-fields-and-a-farmer-at-kour-niger.avif,2,/places/niger/giraffes-beside-farms.html,/places/niger/giraffes-beside-farms.html,relevance 2.7,pexels,alameen .ng,https://www.pexels.com/photo/men-walking-in-traditional-clothing-on-street-in-village-20155327/
532,"W6 licence, long tail",REPLACE,pexels:31704102,4,no price attached,67%,P3,niger,giraffes an hour away,family-community,"a family on foot watching giraffe browse at Kouré, Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001059,https://images.pexels.com/photos/31704102/pexels-photo-31704102.jpeg,niger/family-community/a-family-on-foot-watching-giraffe-browse-at-kour-niger.avif,2,/places/niger/giraffes-an-hour-away.html,/places/niger/giraffes-an-hour-away.html,"relevance 2.2; the provider calls it ""traditional cultural parade with horses""",pexels,alameen .ng,https://www.pexels.com/photo/traditional-cultural-parade-with-horses-31704102/
533,"W6 licence, long tail",REPLACE,pexels:10024478,4,no price attached,67%,P3,niger,the cure salee,festivals,"camels and tents gathered at the Cure Salee festival at In-Gall, Niger",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001060,https://images.pexels.com/photos/10024478/pexels-photo-10024478.jpeg,niger/festivals/camels-and-tents-gathered-at-the-cure-salee-festival-at-in-gall-niger.avif,3,/places/niger/the-cure-salee.html,/places/niger/the-cure-salee.html,"relevance 2.0; the provider calls it ""parade of men in traditional clothes""",pexels,Ila Bappa Ibrahim,https://www.pexels.com/photo/parade-of-men-in-traditional-clothes-10024478/
534,"W6 licence, long tail",REPLACE,pexels:19687409,4,no price attached,67%,P3,niger,millet djerma rice and kilishi,food,"strips of spiced kilishi dried beef on a rack, Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001061,https://images.pexels.com/photos/19687409/pexels-photo-19687409.jpeg,niger/food/strips-of-spiced-kilishi-dried-beef-on-a-rack-niger.avif,2,/places/niger/millet-djerma-rice-and-kilishi.html,/places/niger/millet-djerma-rice-and-kilishi.html,"the provider calls it ""meat hanging off a bar""",pexels,Tito Zzzz,https://www.pexels.com/photo/meat-hanging-off-a-bar-19687409/
